name,price,url,image,bedrooms,sqft,address,city,state,zip
"25 Riverside Sq, Boston, MA 02136",899900,https://www.realtor.com/realestateandhomes-detail/25-Riverside-Sq_Boston_MA_02136_M44787-52560,https://ap.rdcpix.com/49c4bd4eb8ea5c015bf2e55aead6b9e3l-b2306773381od-w480_h480_q80.jpg,7,3000,25 Riverside Sq,Boston,MA,02136
"118 Commonwealth Ave Unit 1, Boston, MA 02116",1475000,https://www.realtor.com/realestateandhomes-detail/118-Commonwealth-Ave-1_Boston_MA_02116_M44235-04838,https://ap.rdcpix.com/896dc55603928f2be217efe5c1a2b712l-m3778351037od-w480_h480_q80.jpg,2,1220,118 Commonwealth Ave Unit 1,Boston,MA,02116
"21 Alveston St, Boston, MA 02130",2995000,https://www.realtor.com/realestateandhomes-detail/21-Alveston-St_Boston_MA_02130_M91872-66585,https://ap.rdcpix.com/5387cba36c126518fc1838f745103fd1l-m3271143589od-w480_h480_q80.jpg,5,4434,21 Alveston St,Boston,MA,02130
"25 Park Vale Ave Apt 2, Boston, MA 02134",625000,https://www.realtor.com/realestateandhomes-detail/25-Park-Vale-Ave-Apt-2_Allston_MA_02134_M31724-83296,https://ap.rdcpix.com/04f8a3e9b418928cfda485ab2dcc6b5fl-m3218798108od-w480_h480_q80.jpg,3,1000,25 Park Vale Ave Apt 2,Boston,MA,02134
"15 N Beacon St Apt 317, Boston, MA 02134",549900,https://www.realtor.com/realestateandhomes-detail/15-N-Beacon-St-Apt-317_Allston_MA_02134_M40603-64675,https://ap.rdcpix.com/3313f9e82619ca7f2f85e238414d1fbcl-m2656570455od-w480_h480_q80.jpg,2,745,15 N Beacon St Apt 317,Boston,MA,02134
"314 Commonwealth Ave Unit Ph, Boston, MA 02115",6499000,https://www.realtor.com/realestateandhomes-detail/314-Commonwealth-Ave_Boston_MA_02115_M96459-18026,https://ap.rdcpix.com/ecc832a53eacc7a8ee752d4a9e262314l-m2552719657od-w480_h480_q80.jpg,2,4758,314 Commonwealth Ave Unit Ph,Boston,MA,02115
"2 Centre Ave Unit 2C, Boston, MA 02124",549000,https://www.realtor.com/realestateandhomes-detail/2-Centre-Ave-2C_Boston_MA_02124_M93761-90381,https://ap.rdcpix.com/2d31ab19944e8c3d10175357206a5a80l-m1835681099od-w480_h480_q80.jpg,2,1040,2 Centre Ave Unit 2C,Boston,MA,02124
"42 Eighth St Unit 5201, Boston, MA 02129",729000,https://www.realtor.com/realestateandhomes-detail/42-8th-St-Apt-5201_Boston_MA_02129_M45478-80883,https://ap.rdcpix.com/ffada5b7ef41fef14516d0144cb7a11al-b2917336079od-w480_h480_q80.jpg,2,914,42 Eighth St Unit 5201,Boston,MA,02129
"30 Massasoit St, Boston, MA 02136",874900,https://www.realtor.com/realestateandhomes-detail/30-Massasoit-St_Hyde-Park_MA_02136_M33046-06529,https://ap.rdcpix.com/d01c7b54c80ff639b741a345c3827981l-m644743757od-w480_h480_q80.jpg,5,2500,30 Massasoit St,Boston,MA,02136
"260 Beacon St Unit Ph, Boston, MA 02116",3250000,https://www.realtor.com/realestateandhomes-detail/260-Beacon-St_Boston_MA_02116_M96659-99741,https://ap.rdcpix.com/b8b3d47e8775a00d3d90563bd3f0020al-m3690150390od-w480_h480_q80.jpg,2,2100,260 Beacon St Unit Ph,Boston,MA,02116
"110 Evans Rd Apt 2, Boston, MA 02135",519000,https://www.realtor.com/realestateandhomes-detail/110-Evans-Rd-Apt-2_Brighton_MA_02135_M31395-55427,https://ap.rdcpix.com/ca8490c0662d3374ff9e2d6c6a943b71l-b1282967906od-w480_h480_q80.jpg,1,670,110 Evans Rd Apt 2,Boston,MA,02135
"39 Union Park, Boston, MA 02118",11500000,https://www.realtor.com/realestateandhomes-detail/39-Union-Park_Boston_MA_02118_M98974-74595,https://ap.rdcpix.com/9fd4a3ff890ba0a016c8dd886f7da5abl-m4012139684od-w480_h480_q80.jpg,5,6830,39 Union Park,Boston,MA,02118
"44 Beacon St, Boston, MA 02108",14990000,https://www.realtor.com/realestateandhomes-detail/44-Beacon-St_Boston_MA_02108_M35379-81149,https://ap.rdcpix.com/a13afbe4a65bd7c6ef4386aa91e44911l-m1138178807od-w480_h480_q80.jpg,5,12753,44 Beacon St,Boston,MA,02108
"7 Gould St, Boston, MA 02132",650000,https://www.realtor.com/realestateandhomes-detail/7-Gould-St_Boston_MA_02132_M46542-62554,https://ap.rdcpix.com/848b7e8f8b98c60ab9a0b43a8fbaa3ecl-b2626282512od-w480_h480_q80.jpg,3,1075,7 Gould St,Boston,MA,02132
"15 Henshaw St Apt 3, Boston, MA 02135",699000,https://www.realtor.com/realestateandhomes-detail/15-Henshaw-St-Apt-3_Boston_MA_02135_M95577-46583,https://ap.rdcpix.com/a0709de5d84b986c28dd94e99b2e8668l-m956930888od-w480_h480_q80.jpg,2,1675,15 Henshaw St Apt 3,Boston,MA,02135
"64 Frankfort St Apt 4, Boston, MA 02128",495000,https://www.realtor.com/realestateandhomes-detail/64-Frankfort-St-Apt-4_Boston_MA_02128_M40834-13276,https://ap.rdcpix.com/6f68eb57764316e78e4c384b796812c3l-b1743364349od-w480_h480_q80.jpg,2,623,64 Frankfort St Apt 4,Boston,MA,02128
"492 Beacon St Unit 36, Boston, MA 02115",2795000,https://www.realtor.com/realestateandhomes-detail/492-Beacon-St-Unit-36_Boston_MA_02115_M49020-65295,https://ap.rdcpix.com/fd4d3dc6b7874dec0e6b43bda9f543b1l-m1379920267od-w480_h480_q80.jpg,3,1445,492 Beacon St Unit 36,Boston,MA,02115
"37 Lamson St Unit 3, Boston, MA 02128",875000,https://www.realtor.com/realestateandhomes-detail/37-Lamson-St-3_Boston_MA_02128_M95816-10124,https://ap.rdcpix.com/6ff3ee285c9ab9757f7d70632855294dl-m3127072174od-w480_h480_q80.jpg,3,1213,37 Lamson St Unit 3,Boston,MA,02128
"465 Park Dr Apt D, Boston, MA 02215",359000,https://www.realtor.com/realestateandhomes-detail/465-Park-Dr-Apt-D_Boston_MA_02215_M43897-00256,https://ap.rdcpix.com/78790c82a10bb0bd94664b5b2073e276l-m1249750210od-w480_h480_q80.jpg,0,380,465 Park Dr Apt D,Boston,MA,02215
"2 Hawthorne Pl Apt 6G, Boston, MA 02114",449000,https://www.realtor.com/realestateandhomes-detail/2-Hawthorne-Pl-Apt-6G_Boston_MA_02114_M44498-77752,https://ap.rdcpix.com/932cc771dc410adac813a72c61e9818fl-b2220063797od-w480_h480_q80.jpg,0,637,2 Hawthorne Pl Apt 6G,Boston,MA,02114
"22 River St Apt 6, Boston, MA 02108",1099000,https://www.realtor.com/realestateandhomes-detail/22-River-St-Apt-6_Boston_MA_02108_M43648-95660,https://ap.rdcpix.com/39e88b012138ef505f8b6ebf70d0474fl-m1988318629od-w480_h480_q80.jpg,1,766,22 River St Apt 6,Boston,MA,02108
"290 Commonwealth Ave Apt 24, Boston, MA 02115",435000,https://www.realtor.com/realestateandhomes-detail/290-Commonwealth-Ave-Apt-24_Boston_MA_02115_M36580-89282,https://ap.rdcpix.com/1d455d8342c9637d830a8a5870856c21l-m3486460660od-w480_h480_q80.jpg,0,175,290 Commonwealth Ave Apt 24,Boston,MA,02115
"681 Massachusetts Ave Apt 4, Boston, MA 02118",599000,https://www.realtor.com/realestateandhomes-detail/681-Massachusetts-Ave-Apt-4_Boston_MA_02118_M32312-32794,https://ap.rdcpix.com/6d7e7e1d26afac56b3112443f7b73b47l-b424840138od-w480_h480_q80.jpg,1,622,681 Massachusetts Ave Apt 4,Boston,MA,02118
"32 Fleet St Apt 6, Boston, MA 02113",599000,https://www.realtor.com/realestateandhomes-detail/32-Fleet-St-Apt-6_Boston_MA_02113_M44313-49058,https://ap.rdcpix.com/6c37e8849a39cecb2f117daf5fe1ae8el-b2957180245od-w480_h480_q80.jpg,1,592,32 Fleet St Apt 6,Boston,MA,02113
"37 Belmont St Apt 3, Boston, MA 02129",699000,https://www.realtor.com/realestateandhomes-detail/37-Belmont-St-Apt-3_Boston_MA_02129_M30408-60565,https://ap.rdcpix.com/9e212a78ca178336f6dd8f88389071c6l-m395924257od-w480_h480_q80.jpg,2,810,37 Belmont St Apt 3,Boston,MA,02129
"33 Fayette St, Boston, MA 02116",2595000,https://www.realtor.com/realestateandhomes-detail/33-Fayette-St_Boston_MA_02116_M36107-23259,https://ap.rdcpix.com/4ec01ecc64e738898830b31b10f818a5l-m3853070580od-w480_h480_q80.jpg,4,3082,33 Fayette St,Boston,MA,02116
"178 L St, Boston, MA 02127",2790000,https://www.realtor.com/realestateandhomes-detail/178-L-St_Boston_MA_02127_M96663-46199,https://ap.rdcpix.com/8096b65ab33c75ca22b4d63667cded6al-m1250025924od-w480_h480_q80.jpg,13,3841,178 L St,Boston,MA,02127
"21 Pond St, Boston, MA 02136",675000,https://www.realtor.com/realestateandhomes-detail/21-Pond-St_Boston_MA_02136_M42861-62170,https://ap.rdcpix.com/f851323145cfc8096ff0d631a24f6ba9l-m3490181521od-w480_h480_q80.jpg,3,1562,21 Pond St,Boston,MA,02136
"18 Worcester Sq Apt 2, Boston, MA 02118",975000,https://www.realtor.com/realestateandhomes-detail/18-Worcester-Sq-Apt-2_Boston_MA_02118_M36957-52768,https://ap.rdcpix.com/1290af530e66f40b9b94c0193da560cbl-m2317534690od-w480_h480_q80.jpg,2,887,18 Worcester Sq Apt 2,Boston,MA,02118
"51 Revere St Apt 2, Boston, MA 02114",850000,https://www.realtor.com/realestateandhomes-detail/51-Revere-St-Apt-2_Boston_MA_02114_M45729-41266,https://ap.rdcpix.com/c265d56eeea77a8e91f18be2a0b38687l-m758859289od-w480_h480_q80.jpg,1,857,51 Revere St Apt 2,Boston,MA,02114
"241 Perkins St Unit C402, Boston, MA 02130",1450000,https://www.realtor.com/realestateandhomes-detail/241-Perkins-St-Unit-C402_Boston_MA_02130_M39313-21337,https://ap.rdcpix.com/ae9731abc825b230921edcd5cff6623bl-m1454755934od-w480_h480_q80.jpg,3,3017,241 Perkins St Unit C402,Boston,MA,02130
"57 Brighton Ave Apt B, Boston, MA 02134",375000,https://www.realtor.com/realestateandhomes-detail/57-Brighton-Ave-Apt-B_Boston_MA_02134_M39935-84106,https://ap.rdcpix.com/2a5c4c94e652b9b136e0cffb57c9ed94l-m2731081779od-w480_h480_q80.jpg,2,635,57 Brighton Ave Apt B,Boston,MA,02134
"14 Murray Ct Unit 1, Boston, MA 02128",745000,https://www.realtor.com/realestateandhomes-detail/14-Murray-Ct-Unit-1_Boston_MA_02128_M92951-25423,https://ap.rdcpix.com/92cbfb63bff3b1a43ae30f4ecf45ff9cl-m1600085169od-w480_h480_q80.jpg,2,1025,14 Murray Ct Unit 1,Boston,MA,02128
"386 Commonwealth Ave Apt 3, Boston, MA 02215",799900,https://www.realtor.com/realestateandhomes-detail/386-Commonwealth-Ave-Apt-3_Boston_MA_02215_M38024-56533,https://ap.rdcpix.com/d5a6fd66f3580f3673a36fc2d53bbcf5l-m1757165853od-w480_h480_q80.jpg,2,770,386 Commonwealth Ave Apt 3,Boston,MA,02215
"27 Rosemary St Unit 2, Boston, MA 02130",649000,https://www.realtor.com/realestateandhomes-detail/27-Rosemary-St-2_Boston_MA_02130_M48206-75103,https://ap.rdcpix.com/854674cc74a133f1e5bc4507461f4210l-m762408279od-w480_h480_q80.jpg,3,1025,27 Rosemary St Unit 2,Boston,MA,02130
"37 Farragut Rd Ph 8, Boston, MA 02127",2689000,https://www.realtor.com/realestateandhomes-detail/37-Farragut-Rd-8_Boston_MA_02127_M98914-72994,https://ap.rdcpix.com/bd7291148b9472dba649c9822d07b98dl-m2173529477od-w480_h480_q80.jpg,3,2400,37 Farragut Rd Ph 8,Boston,MA,02127
"51 Baldwin St Unit 2, Boston, MA 02129",1099000,https://www.realtor.com/realestateandhomes-detail/51-Baldwin-St-2_Charlestown_MA_02129_M35393-44701,https://ap.rdcpix.com/30b50ef0728f3f98951ad1673dbbb587l-b815153696od-w480_h480_q80.jpg,3,1440,51 Baldwin St Unit 2,Boston,MA,02129
"380 Bunker Hill St Unit 202, Boston, MA 02129",1275000,https://www.realtor.com/realestateandhomes-detail/380-Bunker-Hill-St-Unit-202_Boston_MA_02129_M30270-40556,https://ap.rdcpix.com/8d743a31f7fec5df9a6ddcabbc1902a1l-m2006089744od-w480_h480_q80.jpg,2,1280,380 Bunker Hill St Unit 202,Boston,MA,02129
"1 Belgravia Pl Apt 4, Boston, MA 02113",579999,https://www.realtor.com/realestateandhomes-detail/1-Belgravia-Pl-Apt-4_Boston_MA_02113_M30275-85791,https://ap.rdcpix.com/c15dff151a1ba22ce75ed0b849fa87e1l-m4229121118od-w480_h480_q80.jpg,2,492,1 Belgravia Pl Apt 4,Boston,MA,02113
"4 Edson Ter, Boston, MA 02136",859000,https://www.realtor.com/realestateandhomes-detail/4-Edson-Ter_Boston_MA_02136_M44357-64629,https://ap.rdcpix.com/23ca3023ba9a7a8d628cf436aa65ffd9l-m1147946508od-w480_h480_q80.jpg,6,2500,4 Edson Ter,Boston,MA,02136
"220 West St, Boston, MA 02136",645000,https://www.realtor.com/realestateandhomes-detail/220-West-St_Hyde-Park_MA_02136_M31177-14436,https://ap.rdcpix.com/2583c28f4192c87143a819ba679551ebl-m3606829008od-w480_h480_q80.jpg,3,1100,220 West St,Boston,MA,02136
"6-8 Weldon St, Boston, MA 02121",649000,https://www.realtor.com/realestateandhomes-detail/68-Weldon-St_Boston_MA_02121_M90338-91591,https://ap.rdcpix.com/28f4eeff85a7cbe75adc05eac39dd973l-m3291410689od-w480_h480_q80.jpg,5,2422,6-8 Weldon St,Boston,MA,02121
"374 Chestnut Hill Ave Apt 24, Boston, MA 02135",609000,https://www.realtor.com/realestateandhomes-detail/374-Chestnut-Hill-Ave-Apt-24_Boston_MA_02135_M34117-02307,https://ap.rdcpix.com/a70ebcd9990c3583cd242b909d383066l-m685558105od-w480_h480_q80.jpg,2,852,374 Chestnut Hill Ave Apt 24,Boston,MA,02135
"1409 River St Apt 48, Boston, MA 02136",330000,https://www.realtor.com/realestateandhomes-detail/1409-River-St-Apt-48_Hyde-Park_MA_02136_M32008-54753,https://ap.rdcpix.com/90c6860bc718834be1bf1a63e63e7e59l-m1764947374od-w480_h480_q80.jpg,2,712,1409 River St Apt 48,Boston,MA,02136
"8 Kittredge St Apt 13, Boston, MA 02131",459000,https://www.realtor.com/realestateandhomes-detail/8-Kittredge-St-Apt-13_Boston_MA_02131_M45524-04583,https://ap.rdcpix.com/aee463953d39d31e5bc9d6a7be857037l-b557162897od-w480_h480_q80.jpg,2,867,8 Kittredge St Apt 13,Boston,MA,02131
"43 Arborview Rd, Boston, MA 02130",1649000,https://www.realtor.com/realestateandhomes-detail/43-Arborview-Rd_Boston_MA_02130_M48171-53211,https://ap.rdcpix.com/8a9f342d2d84357a41c813a143bcfd27l-b3269642373od-w480_h480_q80.jpg,4,2325,43 Arborview Rd,Boston,MA,02130
"490 Bennington St Unit 2, Boston, MA 02128",759000,https://www.realtor.com/realestateandhomes-detail/490-Bennington-St-Unit-2_East-Boston_MA_02128_M94981-40408,https://ap.rdcpix.com/fcef22dad0e78b2711664e238b57a441l-m44517969od-w480_h480_q80.jpg,2,1176,490 Bennington St Unit 2,Boston,MA,02128
"138 W 8th St, Boston, MA 02127",1649000,https://www.realtor.com/realestateandhomes-detail/138-W-8th-St_Boston_MA_02127_M39291-12803,https://ap.rdcpix.com/8ca11797e2f8ed4f13210167abbc8a82l-m781460291od-w480_h480_q80.jpg,4,2314,138 W 8th St,Boston,MA,02127
"57 Brighton Ave Apt C, Boston, MA 02134",375000,https://www.realtor.com/realestateandhomes-detail/57-Brighton-Ave-Apt-C_Boston_MA_02134_M31459-97511,https://ap.rdcpix.com/55984b75f9156570d35c5ffb62d73913l-m2446860294od-w480_h480_q80.jpg,2,660,57 Brighton Ave Apt C,Boston,MA,02134
"28 Atlantic Ave Unit 435, Boston, MA 02110",1345000,https://www.realtor.com/realestateandhomes-detail/28-32-Atlantic-Ave-435_Boston_MA_M32454-05225,https://ap.rdcpix.com/0da65b072df23aeba10f03cfd4da0ed6l-m352895545od-w480_h480_q80.jpg,1,1280,28 Atlantic Ave Unit 435,Boston,MA,02110
"104 Train St Apt 2, Boston, MA 02122",595000,https://www.realtor.com/realestateandhomes-detail/104-Train-St-Apt-2_Boston_MA_02122_M90287-13969,https://ap.rdcpix.com/ce5ab9ddac18969c9ced045b715ac1d8l-m634333657od-w480_h480_q80.jpg,3,1076,104 Train St Apt 2,Boston,MA,02122
"569 E 7th St, Boston, MA 02127",949000,https://www.realtor.com/realestateandhomes-detail/569-E-7th-St_Boston_MA_02127_M47557-64832,https://ap.rdcpix.com/31d275c24988dcdbed0f1ea6a7c6b1d9l-m3618266903od-w480_h480_q80.jpg,3,1764,569 E 7th St,Boston,MA,02127
"55 Greenwich St Apt 3, Boston, MA 02120",425000,https://www.realtor.com/realestateandhomes-detail/55-Greenwich-St-Apt-3_Boston_MA_02120_M96472-28654,https://ap.rdcpix.com/611c946a58430aac33a8677745dd7db7l-m916074723od-w480_h480_q80.jpg,1,500,55 Greenwich St Apt 3,Boston,MA,02120
"1973 Dorchester Ave Apt 6013, Boston, MA 02124",535000,https://www.realtor.com/realestateandhomes-detail/1973-Dorchester-Ave-Apt-6013_Boston_MA_02124_M93836-49153,https://ap.rdcpix.com/f2c88f414b0bf9e22da43bb9a5d21a22l-b261722398od-w480_h480_q80.jpg,2,828,1973 Dorchester Ave Apt 6013,Boston,MA,02124
"30 Copeland St Apt 1, Boston, MA 02119",649000,https://www.realtor.com/realestateandhomes-detail/30-Copeland-St-Apt-1_Boston_MA_02119_M92332-01693,https://ap.rdcpix.com/dfd5ada84c02b833006f437e52cf93b5l-m1949723776od-w480_h480_q80.jpg,2,1252,30 Copeland St Apt 1,Boston,MA,02119
"658 E 6th St Apt 3, Boston, MA 02127",749000,https://www.realtor.com/realestateandhomes-detail/658-E-6th-St-Apt-3_South-Boston_MA_02127_M35661-14702,https://ap.rdcpix.com/52b2ff160ee422d64f2f1f26ed75302al-b761144307od-w480_h480_q80.jpg,2,889,658 E 6th St Apt 3,Boston,MA,02127
"75 Williams Ave, Boston, MA 02136",599999,https://www.realtor.com/realestateandhomes-detail/75-Williams-Ave_Boston_MA_02136_M37929-28528,https://ap.rdcpix.com/dfa194efc8ef5db568b41941782a3a76l-b1282777700od-w480_h480_q80.jpg,3,1347,75 Williams Ave,Boston,MA,02136
"142 High St Unit 1, Boston, MA 02129",649000,https://www.realtor.com/realestateandhomes-detail/142-High-St-1_Boston_MA_02129_M45248-28489,https://ap.rdcpix.com/e46a6c9fb3b5d873608d1a7a67cd9070l-b891868549od-w480_h480_q80.jpg,1,623,142 High St Unit 1,Boston,MA,02129
"63 Perrin St Unit 1, Boston, MA 02119",975000,https://www.realtor.com/realestateandhomes-detail/63-Perrin-St-1_Boston_MA_02119_M47344-91662,https://ap.rdcpix.com/dad4f1d276f3875a9b73950487ada196l-m3316012462od-w480_h480_q80.jpg,3,2058,63 Perrin St Unit 1,Boston,MA,02119
"39 High St, Boston, MA 02129",3500000,https://www.realtor.com/realestateandhomes-detail/39-High-St_Boston_MA_02129_M96982-28507,https://ap.rdcpix.com/12dbbab4319c5a9418aca6ecf3f0ac89l-b4048196948od-w480_h480_q80.jpg,7,5200,39 High St,Boston,MA,02129
"40 Maplewood St Unit 40, Boston, MA 02132",1298000,https://www.realtor.com/realestateandhomes-detail/40-Maplewood-St_West-Roxbury_MA_02132_M92802-35067,https://ap.rdcpix.com/abbd5dd27d28e892967c38e98264ded3l-b2632880879od-w480_h480_q80.jpg,4,3900,40 Maplewood St Unit 40,Boston,MA,02132
"197 Eighth St Ph 212, Boston, MA 02129",1850000,https://www.realtor.com/realestateandhomes-detail/197-8th-St-Ph-212_Charlestown_MA_02129_M45845-65795,https://ap.rdcpix.com/4a659c10c8274b4f834a52f9b0f70229l-b2370884558od-w480_h480_q80.jpg,2,1657,197 Eighth St Ph 212,Boston,MA,02129
"39 Sullivan St Unit 3, Boston, MA 02129",800000,https://www.realtor.com/realestateandhomes-detail/39-Sullivan-St-3_Boston_MA_02129_M44449-85551,https://ap.rdcpix.com/c8fc374da5e93f6cacf61f12b0677f63l-m2831674926od-w480_h480_q80.jpg,2,711,39 Sullivan St Unit 3,Boston,MA,02129
"20 Rowes Wharf Unit TH7, Boston, MA 02110",3495000,https://www.realtor.com/realestateandhomes-detail/20-Rowes-Wharf-Unit-TH7_Boston_MA_02110_M33679-05379,https://ap.rdcpix.com/16b5494e9afe44a452a909cda9743209l-b1116224598od-w480_h480_q80.jpg,2,2350,20 Rowes Wharf Unit TH7,Boston,MA,02110
"22 Liberty Dr Ph 1D, Boston, MA 02210",8750000,https://www.realtor.com/realestateandhomes-detail/22-Liberty-Dr-Ph-1D_Boston_MA_02210_M35435-82563,https://ap.rdcpix.com/21f427a05a59a9ba11a1e647fa414f67l-m2175055809od-w480_h480_q80.jpg,3,2383,22 Liberty Dr Ph 1D,Boston,MA,02210
"90 South St Apt 3, Boston, MA 02111",1229000,https://www.realtor.com/realestateandhomes-detail/90-South-St-Apt-3_Boston_MA_02111_M42383-89157,https://ap.rdcpix.com/3c5ee624e2f13ea52426f3005546c479l-b456306213od-w480_h480_q80.jpg,2,1800,90 South St Apt 3,Boston,MA,02111
"364 Marlborough St Apt 6, Boston, MA 02115",639900,https://www.realtor.com/realestateandhomes-detail/364-Marlborough-St-Apt-6_Boston_MA_02115_M38916-40935,https://ap.rdcpix.com/7cf7b64ab6a7d8f90ea0a667a629a390l-m580461825od-w480_h480_q80.jpg,1,434,364 Marlborough St Apt 6,Boston,MA,02115
